Comment on: body contouring in adolescents after bariatric surgery.,0
Comment to the letter to the editor from Costentin et al. Entitled â€œOhmic drop correction in electrochemical techniques. Multiple potential step chrono-amperometry at the test benchâ€,0
Comment: Telemedicine: An Era Yet to Flourish in India,0
"Commentaires sur le rapport de surveillance de culture du MON 810 en 2018. Paris, le 25 fÃ©vrier 2020",0
Commentary â€“ Do the negative results of the PENUT trial close the book on erythropoietin for premature infant brain?,0
Commentary â€“ Marijuana use during pregnancy and premature birth: A problem likely to worsen,0
"Commentary on ""Bosch-Boonstra-Schaaf Optic Atrophy Syndrome Presenting as New-Onset Psychosis in a 32-Year-Old Man: A Case Report and Literature Review"".",0
"Commentary on 2019 Roepke Lecture â€œWar, Capitalism, and the Making and Unmaking of Economic Geographiesâ€",0
Commentary on Composite cognitive and functional measures for early stage Alzheimer's disease trials,0
Commentary on evidence in support of a grief-related condition as a DSM diagnosis.,2
Commentary on: The Potential Role of Corticosteroid Prophylaxis for the Prevention of Microscopic Fat Embolism Syndrome in Gluteal Augmentations.,2
Commentary: Analysis of differentially expressed genes in bacterial and fungal keratitis.,1
Commentary: Barrett's Universal II formula: Time to change the old trends?,1
Commentary: Cataract surgery in small eyes: Choosing between complications.,1
Commentary: Caveat Emptor.,0
Commentary: Considerations in the Measurement of Glass Transition Temperatures of Pharmaceutical Amorphous Solids.,3
Commentary: faecal microbiota transplantation-from home brew to holy grail.,0
Commentary: Flow Diversion for Intracranial Aneurysm Treatment: Trials Involving Flow Diverters and Long-Term Outcomes.,0
Commentary: Lessons Learned From Animal Models for Schizophrenia.,0
Commentary: Rigid Chest Wall Reconstruction-Innovation With Functional Improvements.,0
"Commentary: tegaserod and IBS, two decades on.",0
Comments on 'Sigmoid volvulus and coffee been sign'.,1
"Comments on ""Nasolacrimal Duct Management During Endoscopic Sinus and Skull Base Surgery"".",0
Comments on â€œMagnetohydrodynamic flow of nanofluid over permeable stretching sheet with convective boundary conditionsâ€,1
Comments on the paper â€œTwo independent real-time precursors of the 7.8 M earthquake in Ecuador based on radioactive and geodetic processes â€“ Powerful tools for an early warning systemâ€ by Toulkeridis et al. (2019),0
"Comments on the Publication by Corkum et al on ""Does 5 + 5 mm Equal Better Radiation Treatment Plans in Head and Neck Cancers?",0
Comments on the Review 'Does mean arterial blood pressure scale with body mass in mammals? Effect of measurement of blood pressure' Acta Physiol (Oxf).,2
Comments to WrÃ³bel and Montewka on collision avoidance of autonomous ships and human failure events,0
"Commercial Applications, Projections of Water Collection, and Design of Water Harvesting Towers",0
Commercial Cannabidiol Caution: A New Gold Rush.,1
Commercial Gene Expression Tests for Prostate Cancer Prognosis Provide Paradoxical Estimates of Race-Specific Risk,0
Commercial Sexual Exploitation of Youth in the United States: A Qualitative Systematic Review.,4
Commercially Available Bioengineered Cartilage Grafts,0
Commissioning of China ADS demo Linac and baseline design of CiADS project,0
Common Bacterial Infections and Risk of Dementia or Cognitive Decline: A Systematic Review.,0
Common Data Elements for National Institute of Mental Healthâ€“Funded Translational Early Psychosis Research,0
Common dynamo scaling in slowly rotating young and evolved stars,2
Common Fate for Animated Transitions in Visualization,0
Common genetic variation and risk of osteosarcoma in a multi-ethnic pediatric and adolescent population.,3
Common Learning and Cooperation in Repeated Games,1
Common reflection point mapping of the mantle transition zone using recorded and 3-D synthetic ScS reverberations,0
Common Skin Condition in Black Skin,0
Common-Mode Resonance Damping and DC Voltage Balancing Strategy for LCCL-Filtered Three-Level Photovoltaic Grid-Tied Inverters,0
Commonsense Reasoning for Natural Language Processing.,0
"CommunautÃ©s de lecteurs en ligne, de la sociabilitÃ© littÃ©raire aux jeux lectoraux",0
Communicating Prognosis at Diagnosis and Relapse or Progression,0
Communicating with Large Intelligent Surfaces: Fundamental Limits and Models,1
Communication Complexity with Defective Randomness.,0
"Communication Considerations for Physician Assistants: Using Knowledge, Exploring Content, Following Process, and Heightening Perceptions",0
Communication for Generating Correlation: A Unifying Survey,3
Communication in Neurosurgery-The Tower of Babel.,2
Communication Matrices for Managing Dialogue Change to Teamwork Transformation,0
Communication Profiling and Characterization of Deep-Learning Workloads on Clusters With High-Performance Interconnects,1
Communication-avoiding TT-tensor Orthogonalization and Rounding Procedures,0
Communication-Efficient Distributed Optimization in Networks with Gradient Tracking and Variance Reduction.,2
Communications and Radar Coexistence in the Massive MIMO Regime: Uplink Analysis,4
Community and home care for mentally ill older adults,0
"Community curation in PomBase: enabling fission yeast experts to provide detailed, standardized, sharable annotation from research publications.",0
Community detection in networks without observing edges,8
Community enforcement using modal actions,0
Community engagement and dementia risk: time-to-event analyses from a national cohort study.,2
Community engagement and ethical global health research.,4
Community members in activated sludge as determined by molecular probe technology.,0
Community norms for the Eating Disorder Examination Questionnaire among cisgender gay men,4
Community perspectives of South African adolescentsâ€™ experiences seeking treatment at local HIV clinics and how such clinics may influence engagement in the HIV treatment cascade: a qualitative study,0
"Community pharmacy medication review, death and re-admission after hospital discharge: a propensity score-matched cohort study",1
Community Resilience and the Pittsburgh Synagogue Shooting,1
Community-Driven Metadata Standards for Agricultural Microbiome Research,0
Community-engaged research to address mental health disparities in American Indian/Alaska Native populations,0
Commuting behavior adaptation to flooding: An analysis of transit usersâ€™ choices in Metro Manila,0
Como interpretar una revisiÃ³n sistemÃ¡tica con comparaciones mÃºltiples o network metaanÃ¡lisis,0
Comorbid alcohol use disorder in psychiatric MDD patients: A five-year prospective study,0
Comorbid conditions and emergency department treat and release utilization in multimorbid persons with cognitive impairment.,0
Comorbid Conditions and Health-Related Quality of Life in Ambulatory Heart Failure Patients: REVIVAL (Registry Evaluation of Vital Information for VADs in Ambulatory Life REVIVAL).,0
Comorbid Diabetes and Severe Mental Illness: Outcomes in an Integrated Health Care Delivery System,3
Comorbid neuropsychiatric and autonomic features in REM sleep behavior disorder,0
Comorbid vision and cognitive impairments in older adults hospitalized for acute myocardial infarction.,0
Comorbidities in chronic heart failure: An update from Italian Society of Cardiology (SIC) Working Group on Heart Failure,4
Comorbidity and its impact on 1590 patients with COVID-19 in China: a nationwide analysis.,442
Comorbidity of substance misuse with anxiety-related and depressive disorders: a genetically informative population study of 3 million individuals in Sweden,0
"Compact Algorithms for Predicting the Atmospheric Visibility Using PM2.5, Relative Humidity and NO2",0
"Compact Design Models of Cryo and Room Temperature Si MOS, GaN, InGaAs, and p-diamond HEMT TeraFETs",0
Compact models for adaptive sampling in marine robotics,0
Compact Switched-Capacitor Power Detector With Frequency Compensation in 65-nm CMOS,0
Compaction bands in Tuffeau de Maastricht: insights from X-ray tomography and multiscale modeling,2
Comparative analyses of response surface methodology and artificial neural networks on incorporating tetracaine into liposomes,0
Comparative Analysis and Framework Evaluating Mimicry-Resistant and Invisible Web Authentication Schemes,0
Comparative Analysis of Distance Digital Signal Processing Courses,1
"Comparative analysis of drivers of energy consumption in China, the USA and India - A perspective from stratified heterogeneity.",18
Comparative analysis of human and mouse development: From zygote to pre-gastrulation,4
Comparative analysis of microstructure and reactive sites for nuclear graphite IG-110 and graphite matrix A3,3
Comparative Analysis of Whole-Genome and Methylome Profiles of a Smooth and a Rough Mycobacterium abscessus Clinical Strain.,2
Comparative clinical and cost analysis between surgical and non-surgical intervention for knee osteoarthritis.,2
Comparative effectiveness analysis of Pipeline device versus coiling in unruptured aneurysms smaller than 10 mm,5
Comparative Effectiveness of Caregiver Training in Mindfulness-Based Positive Behavior Support (MBPBS) and Positive Behavior Support (PBS) in a Randomized Controlled Trial.,15
Comparative Effectiveness of High-Dose Versus Standard-Dose Influenza Vaccine Among Patients Receiving Maintenance Hemodialysis,5
Comparative Effectiveness of Sacubitril-Valsartan Versus ACE/ARB Therapy in Heart Failure With Reduced Ejection Fraction,7
"Comparative effects of 18 antipsychotics on metabolic function in patients with schizophrenia, predictors of metabolic dysregulation, and association with psychopathology: a systematic review and network meta-analysis.",23
Comparative effects of different types of tree nut consumption on blood lipids: a network meta-analysis of clinical trials,0
Comparative Evaluation of Highsex Brown and Highsex White Crosses of Egg Laying Hens,1
Comparative evaluation of loop-mediated isothermal amplification (LAMP) vs qPCR for detection of Toxoplasma gondii oocysts DNA in mussels.,2
Comparative forelimb myology and muscular architecture of a juvenile Malayan tapir (Tapirus indicus),0
"Comparative genomic analysis of the pheromone receptor Class 1 family (V1R) reveals extreme complexity in mouse lemurs (genus, Microcebus) and a chromosomal hotspot across mammals.",3
Comparative grand strategy: a framework and cases,0
Comparative Immunology and Immunotherapy of Canine Osteosarcoma.,0
Comparative Impacts of ACE (Angiotensin-Converting Enzyme) Inhibitors Versus Angiotensin II Receptor Blockers on the Risk of COVID-19 Mortality.,2
Comparative investigation of the fatigue limit of additive-manufactured and rolled 316 steel based on self-heating approach,3
"Comparative life cycle assessment of unmanned aerial vehicles, internal combustion engine vehicles and battery electric vehicles for grocery delivery",0
Comparative Outcomes of Right Versus Left Congenital Diaphragmatic Hernia: A Multicenter Analysis.,0
Comparative Pharmacokinetics of Î”9-Tetrahydrocannabinol in Adolescent and Adult Male Mice.,0
Comparative phylogeography of mainland and insular species of Neotropical molossid bats (Molossus).,1
Comparative phylogeography of two hemipteran species (Geisha distinctissima and Megacopta cribraria) in the Zhoushan Archipelago of China reveals contrasting genetic structures despite concordant historical demographies.,0
Comparative Plastome Analysis of Root- and Stem-Feeding Parasites of Santalales Untangle the Footprints of Feeding Mode and Lifestyle Transitions,2
Comparative Political Process Theory,0
Comparative Poly(A)+ RNA Interactome Capture of RNA Surveillance Mutants.,3
Comparative Protein Structure Analysis with Bio3D-Web.,0
Comparative Risk of Serious Infections With Biologic and/or Immunosuppressive Therapy in Patients With Inflammatory Bowel Diseases: A Systematic Review and Meta-Analysis.,26
Comparative Safety Profile of the Fixed-Dose Combination Corticosteroid and Long-acting Î²2-Agonist Fluticasone Propionate/Formoterol Fumarate: A 36-Month Longitudinal Cohort Study in UK Primary Care.,0
"Comparative studies on the structural composition, surface/interface activity and application potential of rhamnolipids produced by Pseudomonas aeruginosa using hydrophobic or hydrophilic substrates.",2
Comparative Study of Discrete PI and PR Controls for Single-Phase UPS Inverter,1
"Comparative study of Î±-, Î²-, Î³- and Î´-MnO2 on toluene oxidation: Oxygen vacancies and reaction intermediates",15
Comparative Study of Linear and Starburst Ethane-Based Hole-Transporting Materials for Perovskite Solar Cells,0
Comparative Study of Sentence Embeddings for Contextual Paraphrasing.,0
Comparative study on the influence of bias on the properties of Si-DLC film with and without Si interlayer on NBR: The role of Si interlayer,0
Comparative study on the use of three different near infrared spectroscopy recording methodologies for varietal discrimination of walnuts.,5
Comparative Treatment Outcomes for Patients With Idiopathic Subglottic Stenosis.,5
Compared performances of SMOS-IC soil moisture and vegetation optical depth retrievals based on Tau-Omega and Two-Stream microwave emission models,6
Comparing conviviality: living with difference in Casamance and Catalonia,0
Comparing Cross-Section and Time-Series Factor Models,0
Comparing Different Measures of Retention in Care Among a Cohort of Adolescents and Young Adults Living with Behaviorally-Acquired HIV.,0
Comparing ground-based observations and a large-eddy simulation of shallow cumuli by isolating the main controlling factors of the mass flux distribution,0
Comparing magnetic ground-state properties of the V- and Cr-doped topological insulator [Formula : see text],0
Comparing Methadone Rotation to Consensus Opinion.,1
"Comparing methods for measuring thickness, refractive index, and porosity of mesoporous thin films",2
Comparing Outcomes for Patients with Clinical T1b Renal Cell Carcinoma Treated With Either Percutaneous Microwave Ablation or Surgery.,1
Comparing Patient Survival of Home Hemodialysis and Peritoneal Dialysis Patients.,1
Comparing predictions of fisheries bycatch using multiple spatiotemporal species distribution model frameworks,2
Comparing proxy rated quality of life of people living with dementia in care homes.,3
Comparing Robot Grasping Teleoperation Across Desktop and Virtual Reality with ROS Reality,24
Comparing the difficulty of factorization and discrete logarithm: a 240-digit experiment.,0
Comparing the Efficacy and Safety of Metacarpal Neck Fracture Treatments: A Systematic Review and Network Meta-Analysis,0
Comparing the oxygen reduction reaction on selectively edge halogen doped graphene from quantum mechanics,0
Comparing the TID-induced RF performance degradation of floating body and body contacted 130 nm SOI NMOS transistors,0
"Comparing variations in implementation processes and influences across multiple sites: What works, for whom, and how?",1
Comparing written and verbal delivery of a treatment regimen to women with overactive bladder: a randomized controlled trial.,0
Comparing youth and caregiver experiences in a school-based system of care,1
"Comparison among the first representative chloroplast genomes of Orontium, Lasia, Zamioculcas, and Stylochaeton of the plant family Araceae: inverted repeat dynamics are not linked to phylogenetic signaling",0
Comparison and Evaluation of the Different Brushless Excitation Topologies for Synchronous Machines-A Literature Survey,0
Comparison between functional and non-functional adrenocortical carcinoma.,0
Comparison between pelvic PSMA-PET/MR and whole-body PSMA-PET/CT for the initial evaluation of prostate cancer: a proof of concept study.,1
Comparison between recent and long-term physical activity levels as predictors of cardiometabolic risk: a cohort study,0
Comparison between the different types of heterologous materials used in cranioplasty: a systematic review of the literature.,6
Comparison between topping-off technology and posterior lumbar interbody fusion in the treatment of chronic low back pain: A meta-analysis.,0
Comparison Between Total Thyroidectomy and Medical Therapy for Amiodarone-Induced Thyrotoxicosis,6
Comparison Methods for a Keller--Segel-type Model of Pattern Formations with Density-suppressed Motilities,7
"Comparison of 2D Shear Wave Elastography, Transient Elastography, and MR Elastography for the Diagnosis of Fibrosis in Patients With Nonalcoholic Fatty Liver Disease",5
Comparison of AC Motors to an Ideal Machine Part II-Non-Sinusoidal AC Machines,0
Comparison of Allogeneic Platelet-rich Plasma With Autologous Platelet-rich Plasma for the Treatment of Diabetic Lower Extremity Ulcers.,0
Comparison of an Online-Only Parkinsonâ€™s Disease Research Cohort to Cohorts Assessed In Person,4
Comparison of Artificial Intelligence based approaches to cell function prediction,1
Comparison of Associations with Different Macular Inner Retinal Thickness Parameters in a Large Cohort: The UK Biobank.,5
Comparison of bias adjustment methods in meta-analysis suggests that quality effects modeling may have less limitations than other approaches,2
"Comparison of Breast MRI Tumor Classification Using Human-Engineered Radiomics, Transfer Learning From Deep Convolutional Neural Networks, and Fusion Method",3
"Comparison of Cardiovascular Risk Factors in European Population Cohorts for Predicting Atrial Fibrillation and Heart Failure, Their Subsequent Onset, and Death",0
Comparison of Clinical Characteristics and Outcomes of Patients With Reversible Versus Persistent Methamphetamine-Associated Cardiomyopathy,0
Comparison of conventional and videolaryngoscopy blades in neonates.,4
Comparison of core neuromuscular control and lower extremity postural stability in athletes with and without shoulder injuries.,0
Comparison of crossover and parallelâ€group designs for the identification of a binary predictive biomarker of the treatment effect,1
Comparison of electrical and thermal performance evaluation of a classical PV generator and a water glazed hybrid photovoltaicâ€“thermal collector,14
"Comparison of epidemiology, treatments, and outcomes in pediatric versus adult ependymoma.",0
Comparison of erosion and deposition in JET divertor during the first three ITER-like wall campaigns,0
Comparison of Filter-based Absorption Measurements of Biomass Burning Aerosol and Background Aerosol at the Mt. Bachelor Observatory,1
Comparison of First-Line Dual Combination Treatments in Hypertension: Real-World Evidence from Multinational Heterogeneous Cohorts,3
Comparison of fluorescence-labeling strategies of colon cancer for fluorescence-guided surgery of liver metastasis in orthotopic mouse models,0
Comparison of formula accuracy for intraocular lens power calculation based on measurements by a swept-source optical coherence tomography optical biometer.,3
Comparison of Fuzzy Controller Optimization with Dynamic Parameter Adjustment Based on of Type-1 and Type-2 Fuzzy Logic.,0
Comparison of Group Medical Visits Combined With Intensive Weight Management vs Group Medical Visits Alone for Glycemia in Patients With Type 2 Diabetes: A Noninferiority Randomized Clinical Trial.,2
Comparison of In-Hospital Outcomes When Repair of Tetralogy of Fallot Is in the Neonatal Period Versus in the Post-Neonatal Period.,1
Comparison of interpolation methods for soil moisture prediction on China's Loess Plateau,0
Comparison of laparoscopic sleeve gastrectomy leak rates in five staple-line reinforcement options: a systematic review.,11
Comparison of large-scale spatial performances of human foragers and chimpanzees in tropical rainforests,0
"Comparison of lift use, perceptions, and musculoskeletal symptoms between ceiling lifts and floor-based lifts in patient handling",1
Comparison of magnesium versus titanium screw fixation for biplane chevron medial malleolar osteotomy in the treatment of osteochondral lesions of the talus.,2
Comparison of major protein-source foods and other food groups in meat-eaters and non-meat-eaters in the EPIC-Oxford cohort,0
"Comparison of mean radiant and air temperatures in mechanically-conditioned commercial buildings from over 200,000 field and laboratory measurements",5
Comparison of Model Independent Searches,0
"Comparison of models of premorbid IQ estimation using the TOPF, OPIE-3, and Barona equation, with corrections for the Flynn effect.",2
Comparison of Multiplex Gastrointestinal Pathogen Panel and Conventional Stool Testing for Evaluation of Patients With HIV Infection.,0
Comparison of Neural Network Training Functions for RSSI Based Indoor Localization Problem in WSN,1
Comparison of Ocean Surface Rain Rates From the Global Precipitation Mission and the Meteosat Second-Generation Satellite for Wind Scatterometer Quality Control,0
"Comparison of operative link for gastritis assessment, operative link on gastric intestinal metaplasia assessment, and TAIM stagings among men with atrophic gastritis",0
Comparison of outcomes in lung and heart transplant recipients from the same multiorgan donor,1
Comparison of overall mortality between hysterectomy and concurrent chemoradiotherapy for the primary treatment of localized or regionally extended cervical cancer,0
Comparison of performance limits of HOT HgCdTe photodiodes with 2D material infrared photodetectors,1
Comparison of plate and screw constructs versus screws only for anterior distal femoral hemiepiphysiodesis in children.,1
Comparison of Preparation Techniques for Isolating Subacromial Bursa-Derived Cells as a Potential Augment for Rotator Cuff Repair.,4
Comparison of Primary Care Experience in Hospital-Based Practices and Community-Based Office Practices in Japan.,3
Comparison of Quality of Life and Nutritional Status of Between Roux-en-Y and Billroth-I Reconstruction After Distal Gastrectomy: A Systematic Review and Meta-Analysis.,2
Comparison of Real-Time Quantitative PCR and Digital Droplet PCR for BCR-ABL1 Monitoring in Patients with Chronic Myeloid Leukemia,3
Comparison of resting-state functional connectivity in marmosets with tracer-based cellular connectivity,12
Comparison of Retinal Layer Thickness in Eyes with Resolved Diabetic Macular Edema Receiving Ranibizumab with Normal Eyes.,0
Comparison of rod fracture rates in long spinal deformity constructs after transforaminal versus anterior lumbar interbody fusions: a single-institution analysis.,0
Comparison of Rosetta flexible-backbone computational protein design methods on binding interactions.,3
Comparison of Shock Features in Yanzhuang with Those of Experimentally Shocked Jilin Meteorite,0
Comparison of Short and Long Term Cardiovascular Outcomes After Bariatric Surgery in Patients With vs Without Coronary Artery Disease.,5
Comparison of Short-Term Oral Impacts Experienced by Patients Treated with Invisalign or Conventional Fixed Orthodontic Appliances.,0
Comparison of soil sampling techniques for alkaline hydrolyzableâ€nitrogen on clay soils,0
Comparison of sporadic and familial behavioral variant frontotemporal dementia (FTD) in a North American cohort.,1
Comparison of synthetic turbulence approaches for blade element momentum theory prediction of tidal turbine performance and loads,3
Comparison of the Association Between Goal-Directed Planning and Self-reported Compulsivity vs Obsessive-Compulsive Disorder Diagnosis.,9
Comparison of the characteristics at diagnosis and treatment of children with heterozygous familial hypercholesterolaemia (FH) from eight European countries,1
Comparison of the Clinical Features of Hepatitis A in People Living with HIV between Pandemics in 1999â€“2000 and 2017â€“2018 in the Metropolitan Area of Japan,0
Comparison of the Effect of Interactive versus Passive Virtual Reality Learning Activities in Evoking and Sustaining Conceptual Change,8
Comparison of the Efficacy and Sensitivity of Alternative PET Reporter Gene/PET Reporter Probe Systems That Minimize Biological Variables,0
Comparison of the isotopic composition of fish otolith-bound organic N with host tissue,0
Comparison of the participation rate between CT colonography and colonoscopy in screening population: a systematic review and meta-analysis of randomized controlled trials,0
Comparison of the prognostic value of inflammationâ€based scores in early recurrent hepatocellular carcinoma after hepatectomy,5
Comparison of the Short-Term and Long-Term Effects of Surgery and Nonsurgical Intervention in Treating Carpal Tunnel Syndrome: A Systematic Review and Meta-Analysis,5
"Comparison of the Spatial Extent, Impacts to Shorelines, and Ecosystem and Four-Dimensional Characteristics of Simulated Oil Spills",8
Comparison of Transrectal Ultrasound Biopsy to Transperineal Template Mapping Biopsies Stratified by Multiparametric Magnetic Resonance Imaging Score in the PROMIS Trial.,0
Comparison of Two Methods for Studying Fraternal Birth Order and Homosexuality in Men.,0
Comparison of ultrasound-guided erector spinae plane block and thoracic paravertebral block for postoperative analgesia after video-assisted thoracic surgery: a randomized controlled non-inferiority clinical trial,12
"Comparison of viability and phagocytic responses of hemocytes withdrawn from the bivalves Mytilus edulis and Dreissena polymorpha, and exposed to human parasitic protozoa.",2
Comparison of virtual visit versus traditional clinic for management of varicose veins.,2
Comparison of Volatile Flavor Compounds from Seven Types of Spiced Beef by Headspace Solid-phase Microextraction Combined with Gas Chromatography-olfactometry-mass Spectrometry (HS-SPME-GC-O-MS),0
"Comparison of water-sensitive paper, Kromekote and Mylar collectors for droplet deposition with a visible fluorescent dye solution",0
Comparison of well-to-wheels energy use and emissions of a hydrogen fuel cell electric vehicle relative to a conventional gasoline-powered internal combustion engine vehicle,18
Comparison with Past Pandemics,0
Comparisons Between Patients Diagnosed with PTSD in Primary Care Versus Mental Health Care in Five Large Civilian Health Care Systems,0
Comparisons of the clinical outcomes between early- and adult-onset bipolar disorders: A prospective cohort analysis,0
Compartment and hub definitions tune metabolic networks for metabolomic interpretations.,2
Compartment syndrome due to Capnocytophaga canimorsus infection: a case report.,0
COMPASS: Directing Named Data Transmission in VANETs by Dynamic Directional Interfaces,0
Compassion Meditation for Veterans with Posttraumatic Stress Disorder (PTSD): a Nonrandomized Study,5
Compassionate and Clinical Behavior of Residents in a Simulated Informed Consent Encounter.,1
Compassionate transfer: patient requests for embryo transfer for nonreproductive purposes,2
Compensating for Fingertip Size to Render Tactile Cues More Accurately,0
"Compensation Consultants and the Level, Composition and Complexity of CEO Pay",3
Compensation for temperature-dependent phase and velocity of guided wave signals in baseline subtraction for structural health monitoring:,3
Competency-based training for in-home supportive services providers of consumers with ADRD.,2
Competing risks: Aims and methods,0
Competition of photon and electron emission in interatomic decay of heterogeneous noble gas clusters,0
Competitive ELISA for the Detection of Serum Antibodies Specific for Middle East Respiratory Syndrome Coronavirus (MERS-CoV).,0
Competitive information disclosure by multiple senders,6
Competitor Collaboration Before a Crisis,0
Compilations: Designing and Using Archaeological Databases,0
Complement Activation in Patients With Probable Systemic Lupus Erythematosus and Ability to Predict Progression to American College of Rheumatology-Classified Systemic Lupus Erythematosus.,5
Complement C5a Induces Renal Injury in Diabetic Kidney Disease by Disrupting Mitochondrial Metabolic Agility.,2
Complementarity of Performance Pay and Task Allocation,0
Complementarity of Sensors and Weak Supervision for Defect Detection in Concrete Structures,0
Complementary and Integrative Medicine for Pediatric Chronic Pain,0
Complementary approaches to study NKT cells in cancer.,0
Complementary Systems for Off-Topic Spoken Response Detection.,0
Complementing Observational Signals with Literature-Derived Distributed Representations for Post-Marketing Drug Surveillance.,0
Complete Atrioventricular Septal Defect,0
"Complete biosynthesis of cannabinoids and their unnatural analogues in yeast (2019) (vol 567, pg 123, 2019)",0
Complete genome and bimodal genomic structure of the amoebal symbiont Neochlamydia strain S13 revealed by ultra-long reads obtained from MinION.,0
Complete genome sequence of aglaonema bacilliform virus (ABV).,0
Complete kinematic calibration of a 6-RRRPRR parallel kinematic machine based on the optimal measurement configurations:,1
Complete mesocolic excision and central vascular ligation for right-sided cancers: is it time to jump on board?,2
Complete Pathological Response to Crizotinib in a Patient with ALK-rearranged Lung Adenocarcinoma.,0
Complete resolution of primary cutaneous marginal zone B-cell lymphoma on the cheek of a 7-year-old boy with intralesional triamcinolone and tincture of time.,1
Complete versus partial excision of infected arteriovenous grafts: Does remnant graft material impact outcomes?,2
Completed repeated Richardson extrapolation for compressible fluid flows,0
Completeness and soundness guarantees for conjunctive SPARQL queries over RDF data sources with completeness statements,0
Completing the scalar and fermionic universal one-loop effective action,14
Complex Balanced Equilibria of Weakly Reversible Poly-PL Kinetic Systems and Evolutionary Games,4
Complex Economic Activities Concentrate in Large Cities,10
Complex event recognition in the Big Data era: a survey,7
COMPLEX IMMUNE DYSREGULATION IN COVID-19 PATIENTS WITH SEVERE RESPIRATORY FAILURE,29
Complex legendre duality,0
Complex microbial nitrogen-cycling networks in three distinct anammox-inoculated wastewater treatment systems.,10
Complex modulus modeling of asphalt concrete mixes using the Non-Smooth Contact Dynamics method,1
Complex multiphase organohydrogels with programmable mechanics toward adaptive soft-matter machines.,5
Complex neural representation of odour information in the olfactory bulb.,10
Complex origins of chloroplast membranes with photosynthetic machineries: multiple transfers of genes from divergent organisms at different times or a single endosymbiotic event?,6
Complex scaling in relativistic calculations of cross sections for electron-ion recombination processes,0
Complex solitons in the conformable (2+1)-dimensional Ablowitz-Kaup-Newell-Segur equation,32
Complex transitions between dihydrate and anhydrate forms of ectoine â€“ unexpected behavior of a highly hygroscopic compatible solute in the solid state,1
Complex trauma histories,0
Complexity and Firewalls,0
Complexity in the future: far-from-equilibrium systems and strategic foresight,4
Complexity of Computing the Anti-Ramsey Numbers for Paths.,0
Complexity-Scalable Neural Network Based MIMO Detection With Learnable Weight Scaling,0
"Compliance to dietary guidelines on fruit and vegetable intake and prevalence of hypertension among Vietnamese adults, 2015:",1
Complicated grief therapy for clinicians: An evidence-based protocol for mental health practice.,1
Complications after hysterosalpingography with oil- or water-based contrast: results of a nationwide survey.,5
Complications after pelvic floor repair surgery (with and without mesh): short-term incidence after 1873 inclusions in the French VIGI-MESH registry.,6
Complications Associated with Distraction Osteogenesis,0
Complications involving spinal cord stimulation and implantable pulse generators,0
Complications of Cytoreductive Surgery and HIPEC,0
Complications of Interventional Therapy for the Management of Low Back Pain,0
Complications of Reverse Total Shoulder Arthroplasty,0
Complications of the Use of the OverStitch Endoscopic Suturing System.,1
Complications related to peri-operative transoesophageal echocardiography - a one-year prospective national audit by the Association of Cardiothoracic Anaesthesia and Critical Care.,15
Complications related to use of mesh implants in surgical treatment of stress urinary incontinence and pelvic organ prolapse: infection or inflammation?,4
Components of the choline oxidation pathway modify the association between the apolipoprotein Îµ4 gene variant and cognitive decline in patients with dementia.,0
Composite Adaptive Control for Bilateral Teleoperation Systems without Persistency of Excitation,0
Composite Adaptive Control of Uncertain Eulerâ€Lagrange Systems with Parameter Convergence without PE Condition,19
Composite Lithium Anodes: A Review of Composite Lithium Metal Anode for Practical Applications (Adv. Mater. Technol. 1/2020),0
Composite positive integers whose sum of prime factors is prime,0
Composite R number hides unequal risk,0
Composite stacks for reliable > 17 T trapped fields in bulk superconductor magnets,8
Composite Structured Surfaces for Durable Dropwise Condensation,1
Composition and Characteristics,1
Composition and inclusion of probiotics in broiler diets alter intestinal permeability and spleen immune cell profiles without negatively affecting performance1,1
Composition and Intraspecific Chemical Variability of Leaf Essential Oil of Laggera pterodonta from CÃ´te d'Ivoire,0
Composition Kills: A Case Study of Email Sender Authentication,0
Compositional and functional responses of soil microbial communities to long-term nitrogen and phosphorus addition in a calcareous grassland,0
Compositional Attention Networks With Two-Stream Fusion for Video Question Answering,2
Compositional Generalization by Factorizing Alignment and Translation.,0
Compositional turnover and variation in Eemian pollen sequences in Europe,2
Compositionality and Capacity in Emergent Languages.,0
Compositionally Graded Organicâ€“Inorganic Nanocomposites for Enhanced Thermoelectric Performance,1
Compounding the Disturbance: Family Forest Owner Reactions to Invasive Forest Insects,0
Comprehensive analysis of colorectal cancer-risk loci and survival outcome: A prognostic role for CDH1 variants,1
Comprehensive analysis of lncRNA-TF crosstalks and identification of prognostic regulatory feedback loops of glioblastoma using lncRNA/TF-mediated ceRNA network.,0
Comprehensive Analysis of Steroid Biomarkers for Guiding Primary Aldosteronism Subtyping.,5
Comprehensive Analysis of Studentsâ€™ Performance by Applying Machine Learning Techniques,0
Comprehensive and quantitative profiling of B vitamins and related compounds in the mammalian liver,0
Comprehensive and quantitative profiling of B vitamins and related compounds in the mammalian liver.,0
Comprehensive Assessment of Changes in Left Ventricular Diastolic Function With Contemporary Breast Cancer Therapy,7
Comprehensive comparative analysis of chloroplast genomes from seven Panax species and development of an authentication system based on species-unique single nucleotide polymorphism markers.,12
"Comprehensive Detection of Very Low Frequency Earthquakes Off the Hokkaido and Tohoku Pacific Coasts, Northeastern Japan",3
